Elevation(ft),Area(acres),Volume(acft)
4196.8,681967.75,10081433.64
4196.81,682243.06,10088427.85
4196.82,682565.78,10095091.76
4196.83,682845.9,10102092.12
4196.84,683105.02,10108761.78
4196.85,683468.09,10115767.69
4196.86,683733.14,10122443.44
4196.87,684021.51,10129455.81
4196.88,684292.35,10136136.99
4196.89,684660.59,10143155.63
4196.9,684932.57,10149843.06
4196.91,685227.74,10156867.75
4196.92,685624.97,10163561.22
4196.93,685925.16,10170593.05
4196.94,686203.53,10177292.85
4196.95,686583.09,10184330.72
4196.96,686867.09,10191036.97
4196.97,687174.8,10198081.57
4196.98,687465.07,10204793.63
4196.99,687858.62,10211845.08
4197,688151.94,10218563.83
4197.01,688446.64,10225285.49
4197.02,688935.61,10232347.29
4197.03,689234.72,10239076.62
4197.04,689558.77,10246145.62
4197.05,689943.21,10252881.25
4197.06,690275.37,10259957.56
4197.07,690582.23,10266700.01
4197.08,691046.42,10273782.88
4197.09,691358.8,10280532.88
4197.1,691702.27,10287623.75
4197.11,692019.7,10294380.19
4197.12,692451.94,10301478.48
4197.13,692772.8,10308242.25
4197.14,693122.12,10315347.65
4197.15,693539.52,10322118.34
4197.16,693891.97,10329231.6
4197.17,694216.34,10336009.45
4197.18,694676.48,10343129.82
4197.19,695002.37,10349915.33
4197.2,695356,10357043.6
4197.21,695681.41,10363835.74
4197.22,696154.8,10370972.01
4197.23,696481.34,10377771.96
4197.24,696834.7,10384915.39
4197.25,697256.48,10391722.53
4197.26,697599.58,10398533.3
4197.27,697943.31,10405688.13
4197.28,698397.63,10412505.94
4197.29,698746.47,10419668.99
4197.3,699097.35,10426494.34
4197.31,699554.58,10433664.64
4197.32,699912.06,10440497.9
4197.33,700278.47,10447676.55
4197.34,700647.25,10454516.93
4197.35,701141.53,10461704.09
4197.36,701516.79,10468552.92
4197.37,701896.01,10475748.08
4197.38,702385.85,10482604.79
4197.39,702769.35,10489808.88
4197.4,703158.09,10496673.68
4197.41,703670.07,10503885.95
4197.42,704046.67,10510759.56
4197.43,704453.98,10517980.86
4197.44,704832.42,10524862.14
4197.45,705348.56,10532092.53
4197.46,705723.46,10538982.51
4197.47,706132.48,10546221.02
4197.48,706692.3,10553119.85
4197.49,707094.27,10560368.26
4197.5,707466.28,10567275.28
4197.51,708151.24,10574186.87
4197.52,708537.82,10581450.14
4197.53,708924.22,10588371.32
4197.54,709518.91,10595642.61
4197.55,709904.25,10602573.35
4197.56,710289.54,10609854.58
4197.57,710675.78,10616792.86
4197.58,711296.85,10624083.87
4197.59,711678.36,10631031.96
4197.6,712060.94,10638331.38
4197.61,712575.45,10645287.58
4197.62,712956.8,10652596.18
4197.63,713338.97,10659560.47
4197.64,713862.66,10666877.26
4197.65,714248.32,10673850.42
4197.66,714632.45,10681176.18
4197.67,715017.1,10688156.84
4197.68,715526.15,10695491.68
4197.69,715917.31,10702481.1
4197.7,716311,10709824.02
4197.71,716836.57,10716822.03
4197.72,717229.19,10724174.37
4197.73,717624.18,10731180.43
4197.74,718149.09,10738541.36
4197.75,718552.15,10745556.45
4197.76,718940.02,10752575.39
4197.77,719518.65,10759949.58
4197.78,719915.15,10766978
4197.79,720344.65,10774362.05
4197.8,720743.61,10781398.55
4197.81,721301.8,10788792.17
4197.82,721698.95,10795838
4197.83,722129.5,10803240.36
4197.84,722671.33,10810295.05
4197.85,723106.49,10817707.4
4197.86,723509.07,10824770.86
4197.87,724074.2,10832192.12
4197.88,724476.65,10839265.05
4197.89,724913.27,10846695.9
4197.9,725318.43,10853777.02
4197.91,725908.86,10861217.99
4197.92,726316.02,10868308.84
4197.93,726758.64,10875758.57
4197.94,727297.94,10882858.64
4197.95,727737.94,10890318.43
4197.96,728143.99,10897427.14
4197.97,728736.28,10904896.28
4197.98,729146.3,10912014.75
4197.99,729588.63,10919493.53
4198,730137.91,10926620.45
4198.01,730545.85,10933752.66
4198.02,730991.02,10941245.85
4198.03,731404.31,10948386.42
4198.04,732010.84,10955889.74
4198.05,732426.2,10963040.28
4198.06,732877.34,10970552.78
4198.07,733440.71,10977712.64
4198.08,733888.21,10985235.51
4198.09,734307.64,10992404.4
4198.1,734912.22,10999936.63
4198.11,735326.84,11007115.48
4198.12,735781.12,11014657.73
4198.13,736362.44,11021845.12
4198.14,736816.15,11029397.99
4198.15,737238.02,11036595.47
4198.16,737699.46,11044157.34
4198.17,738284.12,11051364.63
4198.18,738744.15,11058937.22
4198.19,739172.17,11066153.55
4198.2,739794.9,11073736.05
4198.21,740221.92,11080962.63
4198.22,740681.1,11088555.08
4198.23,741262.74,11095790.54
4198.24,741719.15,11103393.64
4198.25,742141.26,11110638.99
4198.26,742581.41,11117888.53
4198.27,743172.92,11125506.41
4198.28,743607.23,11132765.99
4198.29,744039.87,11140392.99
4198.3,744597.23,11147661.88
4198.31,745040.66,11155299.18
4198.32,745453.44,11162576.98
4198.33,746059.29,11170223.61
4198.34,746464.61,11177511.32
4198.35,746902.37,11185167.74
4198.36,747484.8,11192463.69
4198.37,747920.25,11200130.56
4198.38,748321.57,11207436.41
4198.39,748755.94,11215111.84
4198.4,749310.61,11222426.99
4198.41,749743.07,11230112.56
4198.42,750145.18,11237436.22
4198.43,750722.68,11245131.06
4198.44,751123.3,11252464.28
4198.45,751556.49,11260168.42
4198.46,752113.77,11267510.1
4198.47,752544.25,11275224.4
4198.48,752944.33,11282575.4
4198.49,753380.82,11290298.24
4198.5,753918.12,11297658.68
4198.51,754335.29,11305023.17
4198.52,754752.16,11312760.15
4198.53,755322.79,11320133.75
4198.54,755740.42,11327880.85
4198.55,756156.11,11335263.12
4198.56,756714.45,11343019.32
4198.57,757130.65,11350411.1
4198.58,757544.21,11358176.72
4198.59,758107.42,11365576.64
4198.6,758516.63,11373352.25
4198.61,758925.27,11380761.58
4198.62,759335.61,11388545.59
4198.63,759880.94,11395963.99
4198.64,760289.09,11403757.78
4198.65,760700.28,11411184.42
4198.66,761266.54,11418987.47
4198.67,761676.89,11426423.65
4198.68,762086.9,11434235.86
4198.69,762635,11441680.4
4198.7,763044.63,11449502.43
4198.71,763453.51,11456955.97
4198.72,763864.9,11464786.41
4198.73,764418.29,11472249.3
4198.74,764828.92,11480089.61
4198.75,765243.23,11487560.6
4198.76,765765.14,11495036.34
4198.77,766195.52,11502890.54
4198.78,766596.04,11510374.79
4198.79,767168.35,11518238.06
4198.8,767565.84,11525731.8
4198.81,767995.91,11533604.44
4198.82,768569.97,11541106.44
4198.83,768997.64,11548989.36
4198.84,769393.41,11556500.95
4198.85,769819.57,11564392.32
4198.86,770358.02,11571913.05
4198.87,770787.49,11579814.33
4198.88,771181.73,11587343.37
4198.89,771759.86,11595253.97
4198.9,772148.03,11602792.48
4198.91,772559.08,11610712.11
4198.92,773108.72,11618259.03
4198.93,773513.59,11626188.47
4198.94,773921.35,11633744.28
4198.95,774456.36,11641682.07
4198.96,774864.51,11649247.09
4198.97,775273.69,11657194.55
4198.98,775681.82,11664767.55
4198.99,776233.65,11672724.43
4199,776641.18,11680306.8
4199.01,777033.14,11687893.05
4199.02,777580.96,11695863.34
4199.03,777975.11,11703458.78
4199.04,778400.01,11711438.19
4199.05,778935.16,11719041.83
4199.06,779359.81,11727031.08
4199.07,779754.13,11734643.89
4199.08,780179.94,11742641.54
4199.09,780694.18,11750263.38
4199.1,781117.71,11758270.65
4199.11,781508.42,11765900.61
4199.12,782076.82,11773917.08
4199.13,782469.44,11781556.41
4199.14,782893.61,11789581.89
4199.15,783413.65,11797229.55
4199.16,783839.73,11805264.72
4199.17,784234.88,11812921.27
4199.18,784804.31,11820964.87
4199.19,785200.08,11828630.84
4199.2,785634.63,11836684.36
4199.21,786035.49,11844358.46
4199.22,786615.38,11852421.61
4199.23,787024.43,11860105.33
4199.24,787465.89,11868177.58
4199.25,788027.34,11875870.27
4199.26,788435.43,11883567.82
4199.27,788878.74,11891654.62
4199.28,789473.71,11899360.86
4199.29,789913.57,11907458.3
4199.3,790317.56,11915174.25
4199.31,790757.05,11923280.33
4199.32,791299.97,11931005.77
4199.33,791732.38,11939121.87
4199.34,792134.3,11946855.58
4199.35,792709.31,11954981.16
4199.36,793106.36,11962724.39
4199.37,793536.89,11970859.01
4199.38,794073.07,11978610.79
4199.39,794503.81,11986755.32
4199.4,794902.09,11994516.06
4199.41,795482.55,12002669.25
4199.42,795881.71,12010439.56
4199.43,796320.16,12018602.67
4199.44,796724.66,12026381.19
4199.45,797311.01,12034554.09
4199.46,797715.29,12042342.26
4199.47,798158.61,12050524.19
4199.48,798725.23,12058321.43
4199.49,799172.48,12066513.74
4199.5,799587.74,12074320.15
4199.51,800160.71,12082130.96
4199.52,800592.18,12090337.89
4199.53,801026.29,12098158.23
4199.54,801463.13,12106374.07
4199.55,802139.11,12114205.04
4199.56,802575.39,12122432.28
4199.57,803011.69,12130272
4199.58,803584.9,12138509.05
4199.59,804018.16,12146358.62
4199.6,804457.4,12154605.12
4199.61,805078.18,12162463.85
4199.62,805523.65,12170721.25
4199.63,805967.29,12178589.78
4199.64,806559.5,12186856.46
4199.65,807009.94,12194735.13
4199.66,807465.9,12203012.39
4199.67,807922.45,12210899.94
4199.68,809342.77,12219194.07
4199.69,809805.9,12227099.98
4199.7,810275.05,12235405.99
4199.71,811023.39,12243322.53
4199.72,811496.23,12251641.02
4199.73,811974,12259568.02
4199.74,812623.46,12267896.8
4199.75,813107.34,12275834.83
4199.76,813574.24,12283777.49
4199.77,814254.69,12292122.29
4199.78,814729.51,12300076.2
4199.79,815228.35,12308432.88
4199.8,815731.36,12316396.5
4199.81,816416.56,12324764.72
4199.82,816928.46,12332740.01
4199.83,817448.7,12341119.33
4199.84,818150.76,12349105.44
4199.85,818675.39,12357497.32
4199.86,819201.22,12365494.73
4199.87,819914.19,12373897.68
4199.88,820447.55,12381907.21
4199.89,820980.46,12390322.67
4199.9,821516.34,12398342.63
4199.91,822236.61,12406770.59
4199.92,822777.97,12414802.83
4199.93,823324.69,12423242.26
4199.94,824037.14,12431286.05
4199.95,824581.14,12439738.38
4199.96,825123.42,12447793.51
4199.97,825854.94,12456257.54
4199.98,826391.41,12464325.09
4199.99,826929.73,12472801.52
4200,827634.41,12480879.57
4200.01,828142.22,12488964.34
4200.02,828689.48,12497458.76
4200.03,829196.85,12505553.82
4200.04,829946.18,12514060.44
4200.05,830445.82,12522167.73
4200.06,830986.94,12530685.73
4200.07,831641.16,12538803.8
4200.08,832173.88,12547334
4200.09,832669.92,12555463.03
4200.1,833377.58,12564004.13
4200.11,833870.05,12572144.91
4200.12,834407.41,12580697.98
4200.13,834906.79,12588848.84
4200.14,835602.03,12597413.92
4200.15,836099.71,12605576.44
4200.16,836647.47,12614152.42
4200.17,837325.36,12622326.19
4200.18,837871.61,12630914.72
4200.19,838379.66,12639099.44
4200.2,839089.36,12647699.37
4200.21,839595.18,12655895.96
4200.22,840148.53,12664507.81
4200.23,840830.77,12672714.85
4200.24,841386.04,12681339.38
4200.25,841897.03,12689558.42
4200.26,842411.44,12697782.55
4200.27,843171.27,12706424.88
4200.28,843685.72,12714661.45
4200.29,844248.8,12723315.37
4200.3,844943.52,12731563.24
4200.31,845502.16,12740230.05
4200.32,846019.32,12748489.39
4200.33,846739.08,12757167.52
4200.34,847247.13,12765438.89
4200.35,847794.7,12774129.25
4200.36,848302.13,12782410.93
4200.37,849016.43,12791113.67
4200.38,849513.79,12799407.23
4200.39,850053.82,12808120.78
4200.4,850710.7,12816425.41
4200.41,851246.16,12825151.21
4200.42,851740.3,12833466.54
4200.43,852452.51,12842203.5
4200.44,852947.98,12850530.59
4200.45,853492.08,12859279.36
4200.46,854172.74,12867616.74
4200.47,854715.27,12876378.06
4200.48,855220.71,12884727.29
4200.49,855771.02,12893499.41
4200.5,856698.54,12901862.23
4200.51,857233.34,12910230.94
4200.52,857768.91,12919023.58
4200.53,858479.83,12927403.6
4200.54,859022.47,12936209.06
4200.55,859567.82,12944600.5
4200.56,860302.42,12953417.59
4200.57,860849.76,12961821.54
4200.58,861400.54,12970651.34
4200.59,861955.65,12979066.05
4200.6,862667.12,12987908.77
4200.61,863215.22,12996335.81
4200.62,863766.95,13005189.87
4200.63,864498.36,13013628.81
4200.64,865048.64,13022495.99
4200.65,865601.58,13030946.31
4200.66,866318.83,13039825.47
4200.67,866847.25,13048288.19
4200.68,867424.01,13057179.69
4200.69,868143.52,13065653.42
4200.7,868725.06,13074558.24
4200.71,869263.33,13083044.49
4200.72,869851.23,13091960.82
4200.73,870552.98,13100459.45
4200.74,871141.07,13109389.02
4200.75,871684.32,13117898.88
4200.76,872433.17,13126415.06
4200.77,872990.11,13135363.7
4200.78,873541.88,13143891.63
4200.79,874251.29,13152852
4200.8,874790.27,13161392.2
4200.81,875323.62,13170364.89
4200.82,875861.74,13178915.54
4200.83,876555.56,13187900.87
4200.84,877073.73,13196463.47
4200.85,877586.96,13205459.47
4200.86,878248.73,13214033.16
4200.87,878748.36,13223041.14
4200.88,879251.73,13231625.08
4200.89,879903.3,13240643.96
4200.9,880397.17,13249239.13
4200.91,880888.03,13258269.1
4200.92,881525.51,13266874.08
4200.93,882006.1,13275915.57
4200.94,882490.15,13284531.21
4200.95,882971,13293582.59
4200.96,883590.08,13302208.89
4200.97,884060.27,13311271.49
4200.98,884529.99,13319907.12
4200.99,885130.97,13328980.14
4201,885589.29,13337626.17
4201.01,886034.07,13346276.6
4201.02,886648.27,13355364.68
4201.03,887087.57,13364025.42
4201.04,887566.45,13373123.9
4201.05,888155,13381793.61
4201.06,888635.22,13390903.02
4201.07,889083.01,13399583.2
4201.08,889570.05,13408702.17
4201.09,890156.55,13417392.47
4201.1,890651.1,13426522.48
4201.11,891111.98,13435222.4
4201.12,891760.27,13444362.87
4201.13,892225.19,13453073.64
4201.14,892733.19,13462224.92
4201.15,893333.83,13470945.39
4201.16,893831.76,13480107.99
4201.17,894294.15,13488838.99
4201.18,894795.17,13498011.43
4201.19,895401.22,13506753.1
4201.2,895896.94,13515936.89
4201.21,896354.43,13524688.01
4201.22,896980.38,13533882.41
4201.23,897429.32,13542644.08
4201.24,897918.5,13551848.63
4201.25,898516.97,13560619.89
4201.26,898963.13,13569396.61
4201.27,899447.94,13578616.93
4201.28,900027.08,13587402.74
4201.29,900509.13,13596633.96
4201.3,900955.6,13605430.14
4201.31,901444.18,13614670.91
4201.32,902038.35,13623477.3
4201.33,902526.46,13632729.16
4201.34,902979.79,13641545.07
4201.35,903618.97,13650807.31
4201.36,904080.26,13659633.9
4201.37,904577.27,13668906.74
4201.38,905185.46,13677742.99
4201.39,905686.19,13687027.17
4201.4,906146.62,13695873.95
4201.41,906650.15,13705168
4201.42,907262.06,13714025.62
4201.43,907761.33,13723331.09
4201.44,908223.29,13732198.14
4201.45,908865.07,13741514.45
4201.46,909320.31,13750392.25
4201.47,909813.1,13759718.79
4201.48,910413.16,13768606.34
4201.49,910897.46,13777944.05
4201.5,911345.31,13786841.66
4201.51,911962.43,13795743.78
4201.52,912425.6,13805097.25
4201.53,912886.59,13814009.81
4201.54,913354.74,13823372.78
4201.55,914164.01,13832297.28
4201.56,914645.45,13841673.49
4201.57,915089.88,13850607.75
4201.58,915699.01,13859994.14
4201.59,916143.95,13868938.68
4201.6,916625.46,13878335.19
4201.61,917209.05,13887289.05
4201.62,917693.06,13896696.5
4201.63,918138.01,13905660.5
4201.64,918626.77,13915077.5
4201.65,919210.72,13924051.86
4201.66,919705.9,13933479.89
4201.67,920162.84,13942463.6
4201.68,920795.89,13951902.33
4201.69,921251.39,13960896.68
4201.7,921745.2,13970345.62
4201.71,922329.34,13979349.75
4201.72,922824.51,13988809.74
4201.73,923283.99,13997823.91
4201.74,923921.06,14007293.92
4201.75,924379.31,14016318.79
4201.76,924856.68,14025348.23
4201.77,925338.05,14034834.04
4201.78,925946.42,14043873.91
4201.79,926430.03,14053370.9
4201.8,926914.22,14062420.37
4201.81,927538.62,14071928.12
4201.82,928020.59,14080988.41
4201.83,928507.42,14090506.69
4201.84,929126.42,14099576.78
4201.85,929610.59,14109106.39
4201.86,930097.21,14118186.93
4201.87,930728.88,14127726.51
4201.88,931209.92,14136817.96
4201.89,931693.16,14146368.92
4201.9,932176.06,14155469.77
4201.91,932797.37,14165031.66
4201.92,933272.56,14174143.26
4201.93,933750.38,14183715.32
4201.94,934360.37,14192836.83
4201.95,934831.28,14202420.03
4201.96,935304.73,14211551.48
4201.97,935909.6,14221144.56
4201.98,936381.99,14230286.54
4201.99,936854.83,14239890.46
4202,937326.36,14249041.66
4202.01,937920.44,14258198.54
4202.02,938417.22,14267818.33
4202.03,938875.2,14276984.71
4202.04,939503.52,14286615.07
4202.05,939957.71,14295792.04
4202.06,940453.81,14305432.71
4202.07,941057.46,14314619.39
4202.08,941550.76,14324271.33
4202.09,942003.77,14333468.28
4202.1,942635.36,14343129.96
4202.11,943093,14352337.52
4202.12,943585.86,14362010.32
4202.13,944042.91,14371227.16
4202.14,944683.74,14380910.78
4202.15,945138.53,14390138.33
4202.16,945614.78,14399832.11
4202.17,946223.09,14409069.58
4202.18,946698.07,14418774.49
4202.19,947172.09,14428021.89
4202.2,947790.76,14437736.79
4202.21,948258.37,14446994.82
4202.22,948727.59,14456720.55
4202.23,949195.14,14465987.72
4202.24,949790.24,14475724.25
4202.25,950244.82,14485001.75
4202.26,950680.25,14494283.58
4202.27,951300.52,14504035.08
4202.28,951733.99,14513327.2
4202.29,952205.05,14523088.55
4202.3,952762.35,14532389.94
4202.31,953229.97,14542161.82
4202.32,953664.65,14551472.79
4202.33,954273.06,14561254
4202.34,954702.26,14570575.1
4202.35,955170.16,14580366.87
4202.36,955598.75,14589696.76
4202.37,956186.3,14599498.67
4202.38,956612.28,14608838.44
4202.39,957076.91,14618649.78
4202.4,957641.17,14627998.95
4202.41,958098.42,14637820.81
4202.42,958519.4,14647179.24
4202.43,959088.34,14657010.36
4202.44,959497.64,14666378.4
4202.45,959942.34,14676219.22
4202.46,960352.34,14685595.6
4202.47,960932.42,14695446.44
4202.48,961341.42,14704832.49
4202.49,961785.4,14714692.21
4202.5,962313.49,14724087.36
4202.51,962724.4,14733486.97
4202.52,963167.33,14743360.94
4202.53,963700.57,14752769.3
4202.54,964140.43,14762653.25
4202.55,964545.8,14772070.67
4202.56,965105.85,14781963.42
4202.57,965505.42,14791390.24
4202.58,965938.79,14801292.67
4202.59,966335.85,14810727.6
4202.6,966932.72,14820639.9
4202.61,967332.28,14830084.54
4202.62,967766.68,14840005.69
4202.63,968281.78,14849459.11
4202.64,968709.33,14859389.97
4202.65,969108.61,14868851.96
4202.66,969653.56,14878791.65
4202.67,970046.57,14888262.82
4202.68,970473.32,14898211.77
4202.69,970868.2,14907690.96
4202.7,971413.91,14917649.49
4202.71,971808.36,14927137.87
4202.72,972235.74,14937104.89
4202.73,972738.67,14946602.03
4202.74,973165.03,14956578.58
4202.75,973556.91,14966084.04
4202.76,974088.62,14975593.86
4202.77,974495.79,14985584.13
4202.78,974905.45,14995102.65
4202.79,975421.56,15005101.46
4202.8,975828.35,15014629.01
4202.81,976232.05,15024637.08
4202.82,976640.1,15034172.54
4202.83,977159.88,15044189.9
4202.84,977565.54,15053734.41
4202.85,977970.78,15063760.3
4202.86,978479.98,15073313.29
4202.87,978885.09,15083348.56
4202.88,979291.94,15092909.92
4202.89,979812.64,15102953.86
4202.9,980216.54,15112524.26
4202.91,980621.19,15122577.34
4202.92,981139.8,15132155.65
4202.93,981546.78,15142218.2
4202.94,981958.57,15151805.56
4202.95,982372.08,15161876.54
4202.96,982902.73,15171472.75
4202.97,983316.34,15181553.41
4202.98,983737.08,15191158.1
4202.99,984263.25,15201247.84
4203,984681.46,15210861.76
4203.01,985078.83,15220479.65
4203.02,985642.58,15230582.94
4203.03,986042.85,15240210.22
4203.04,986455.79,15250323.13
4203.05,986876.57,15259958.53
4203.06,987404.91,15270080.99
4203.07,987823.74,15279725.66
4203.08,988239.63,15289856.82
4203.09,988771.65,15299510.29
4203.1,989189.03,15309651.19
4203.11,989609.05,15319313.28
4203.12,990140.71,15329463.15
4203.13,990558.26,15339134.53
4203.14,990976.81,15349293.74
4203.15,991512.61,15358973.34
4203.16,991929.27,15369142.33
4203.17,992349.06,15378831.17
4203.18,992768.36,15389008.76
4203.19,993306.27,15398706.65
4203.2,993724.74,15408894.03
4203.21,994149.68,15418600.42
4203.22,994681.93,15428797.02
4203.23,995104.58,15438512.74
4203.24,995525.18,15448718.58
4203.25,996068.96,15458442.78
4203.26,996476.74,15468171.94
4203.27,996919.9,15478391.94
4203.28,997331.67,15488129.43
4203.29,997882.75,15498359.19
4203.3,998291.49,15508106.08
4203.31,998734.97,15518344.68
4203.32,999265.97,15528100.6
4203.33,999713.08,15538349.21
4203.34,1000131.91,15548114
4203.35,1000699.76,15558371.9
4203.36,1001121.39,15568146.35
4203.37,1001584.46,15578414.04
4203.38,1002131.65,15588197.28
4203.39,1002590.96,15598475.32
4203.4,1003016.94,15608268.26
4203.41,1003483.21,15618555.4
4203.42,1004020.48,15628357.93
4203.43,1004483.52,15638655.34
4203.44,1004921.13,15648466.81
4203.45,1005504.05,15658774.12
4203.46,1005932.08,15668595.51
4203.47,1006401.39,15678912.54
4203.48,1025501.15,15688788.29
4203.49,1025959.28,15699305.95
4203.5,1026385,15709327.07
4203.51,1026812.65,15719352.43
4203.52,1027409.3,15729884.97
4203.53,1027830.01,15739920.3
4203.54,1028287.64,15750461.91
4203.55,1028814.33,15760506.49
4203.56,1029262.5,15771058.12
4203.57,1029685.35,15781111.55
4203.58,1030250.56,15791672.59
4203.59,1030666.65,15801735.63
4203.6,1031114.25,15812306.26
4203.61,1031639.2,15822377.87
4203.62,1032084.88,15832958.45
4203.63,1032496.04,15843039.39
4203.64,1032943.18,15853628.77
4203.65,1033482.82,15863719.18
4203.66,1033922.92,15874318.64
4203.67,1034329.93,15884417.51
4203.68,1034869.34,15895026.19
4203.69,1035271.81,15905134.28
4203.7,1035709.87,15915752.08
4203.71,1036227.19,15925868.65
4203.72,1036659.21,15936496.22
4203.73,1037052.43,15946621.73
4203.74,1037578.99,15957257.74
4203.75,1037974.93,15967392.24
4203.76,1038382.49,15977530.65
4203.77,1038792.35,15988180.17
4203.78,1039305.06,15998327.28
4203.79,1039707.46,16008986.24
4203.8,1040109.2,16019141.53
4203.81,1040607.85,16029809.18
4203.82,1041008.66,16039973.26
4203.83,1041405.34,16050649.65
4203.84,1041905.23,16060821.68
4203.85,1042305.3,16071507.27
4203.86,1042702.74,16081687.92
4203.87,1043108.5,16092381.72
4203.88,1043601.84,16102571.02
4203.89,1044005.6,16113274.03
4203.9,1044399.07,16123471.33
4203.91,1048539.34,16134204.45
4203.92,1048939.54,16144446.06
4203.93,1049381.67,16155204.04
4203.94,1049918.8,16165454.3
4203.95,1050364.9,16176222.36
4203.96,1050786.17,16186481.87
4203.97,1051347.57,16197258.93
4203.98,1051773.52,16207528.07
4203.99,1052246.7,16218315.27
4204,1052686.1,16228593.24
4204.01,1053236.15,16238876.27
4204.02,1053701.58,16249678.41
4204.03,1054165.31,16259970.7
4204.04,1054746.48,16270782.87
4204.05,1055224.09,16281085.44
4204.06,1055708.87,16291908.06
4204.07,1056281.22,16302220.16
4204.08,1056770.48,16313053.64
4204.09,1057248.35,16323375.96
4204.1,1057732.39,16334219.32
4204.11,1058346.09,16344552.23
4204.12,1058833.19,16355406.87
4204.13,1059314.44,16365749.35
4204.14,1059915.52,16376614.57
4204.15,1060404.43,16386967.65
4204.16,1060899.07,16397843.43
4204.17,1061494.72,16408206.42
4204.18,1061992.09,16419093.4
4204.19,1062479.18,16429466.75
4204.2,1063068.95,16440363.86
4204.21,1063547.62,16450747.69
4204.22,1064026.67,16461655.62
4204.23,1064499.26,16472048.76
4204.24,1065076.98,16482967.3
4204.25,1065538.52,16493370.66
4204.26,1065983.48,16503778.43
4204.27,1067552.39,16514716.64
4204.28,1067993.44,16525144.06
4204.29,1068471.42,16536097.54
4204.3,1069025,16546534.14
4204.31,1069503.41,16557498.21
4204.32,1069945.14,16567944.68
4204.33,1070422.28,16578918.18
4204.34,1070983.22,16589374.76
4204.35,1071452.59,16600358.86
4204.36,1071887.51,16610824.32
4204.37,1072466.24,16621818.43
4204.38,1072905.27,16632293.81
4204.39,1073384.92,16643297.65
4204.4,1073962.42,16653782.48
4204.41,1074444.38,16664797.19
4204.42,1074894.47,16675291.94
4204.43,1075491.28,16686316.33
4204.44,1075944.22,16696821.3
4204.45,1076437.61,16707856.37
4204.46,1076894.33,16718370.6
4204.47,1077514.47,16729416.44
4204.48,1077974.94,16739941.2
4204.49,1078473.84,16750997.11
4204.5,1079054.27,16761531.83
4204.51,1079516.92,16772071.71
4204.52,1080019.45,16783143.51
4204.53,1089395.55,16793710.23
4204.54,1089896.59,16804883.34
4204.55,1090362.73,16815529.12
4204.56,1090869.7,16826712.17
4204.57,1091436.4,16837368.38
4204.58,1091944.75,16848562.44
4204.59,1092418.13,16859228.24
4204.6,1093041.57,16870433.16
4204.61,1093512.88,16881109.65
4204.62,1094024.29,16892325.02
4204.63,1094602.07,16903011.54
4204.64,1095106.14,16914238.03
4204.65,1095570.78,16924934.66
4204.66,1097742.81,16936173.55
4204.67,1098207.16,16946895.92
4204.68,1098709.07,16958159.36
4204.69,1099174.24,16968891.18
4204.7,1099780.49,16980165.47
4204.71,1100239.6,16990907.72
4204.72,1100742.64,17002192.02
4204.73,1101327.46,17012944.39
4204.74,1101825.8,17024239.81
4204.75,1102287.16,17035002.02
4204.76,1103314.42,17045770.16
4204.77,1103791.26,17057085.8
4204.78,1104253.3,17067867.29
4204.79,1104856.06,17079192.78
4204.8,1105316.84,17089984.67
4204.81,1105818.2,17101321.08
4204.82,1106277.16,17112122.34
4204.83,1106887.49,17123469.42
4204.84,1107344.98,17134281.11
4204.85,1107839.28,17145638.28
4204.86,1108876.23,17156461.55
4204.87,1109363.21,17167834.39
4204.88,1109807.51,17178670.2
4204.89,1110382.36,17190052.69
4204.9,1110818.05,17200898.41
4204.91,1111287.51,17212291.06
4204.92,1111712.01,17223145.57
4204.93,1112254.48,17234548.09
4204.94,1112669.37,17245411.99
4204.95,1113118.04,17256823.51
4204.96,1113620.94,17267696.36
4204.97,1114064.21,17279117.61
4204.98,1114471.69,17289999.14
4204.99,1117054.11,17301435.38
4205,1117462.37,17312346.12
4205.01,1117889.51,17323260.89
4205.02,1118408.49,17334725.81
4205.03,1118831.83,17345649.84
4205.04,1119249.74,17357124.35
4205.05,1119672.5,17368056.57
4205.06,1120169.79,17379540.35
4205.07,1120584.94,17390481.51
4205.08,1120995.21,17401973.96
4205.09,1121847.1,17412925.1
4205.1,1122250.3,17424430.46
4205.11,1122656.22,17435391.88
4205.12,1123136.14,17446905.68
4205.13,1123539.92,17457875.74
4205.14,1123935.33,17469398.41
4205.15,1124337.28,17480376.26
4205.16,1124823.27,17491907.96
4205.17,1125222.3,17502894.47
4205.18,1125616.42,17514434.38
4205.19,1126090.35,17525429.12
4205.2,1126484.81,17536977.94
4205.21,1126880.96,17547980.66
4205.22,1127376.29,17559537.91
4205.23,1127771.84,17570549.34
4205.24,1128164.41,17582115.38
4205.25,1128684.11,17593134.58
4205.26,1129069.42,17604158.7
4205.27,1129485.39,17615738.13
4205.28,1129874,17626770.09
4205.29,1130435,17638358.88
4205.3,1130825.13,17649400.12
4205.31,1131248.14,17660997.58
4205.32,1131756.67,17672047.34
4205.33,1132185.29,17683654.38
4205.34,1132582.33,17694712.73
4205.35,1133116.96,17706328.46
4205.36,1133521.46,17717395.95
4205.37,1133962.87,17729021.13
4205.38,1134374.33,17740096.91
4205.39,1134875.1,17751731.58
4205.4,1135308.32,17762816.45
4205.41,1135732.47,17774459.98
4205.42,1136294.31,17785554.05
4205.43,1136712.1,17797207.65
